Year,Gender,Birth-Weight(Grams),AgeMother,Value_LiveBirth
2009,Female,"3,500-3,749",26,267
2009,Female,"3,500-3,749",27,274
2009,Female,"3,500-3,749",28,283
2009,Female,"3,500-3,749",29,290
2009,Female,"3,500-3,749",25-29,1343
2009,Female,"3,500-3,749",30,308
2009,Female,"3,500-3,749",31,237
2009,Female,"3,500-3,749",32,244
2009,Female,"3,500-3,749",33,224
2009,Female,"3,500-3,749",34,212
2009,Female,"3,500-3,749",30-34,1225
2009,Female,"3,500-3,749",35,150
2009,Female,"3,500-3,749",36,134
2009,Female,"3,500-3,749",37,91
2009,Female,"3,500-3,749",38,78
2009,Female,"3,500-3,749",39,51
2009,Female,"3,500-3,749",35-39,504
2009,Female,"3,500-3,749",40,43
2009,Female,"3,500-3,749",41,38
2009,Female,"3,500-3,749",42,17
2009,Female,"3,500-3,749",43,5
2009,Female,"3,500-3,749",44,3
2009,Female,"3,500-3,749",40-44,106
2009,Female,"3,500-3,749",45+,4
2009,Female,"3,500-3,749",NS,8
2009,Female,"3,500-3,749",Res Total,4073
2009,Female,"3,500-3,749",Non Res Total,36
2009,Female,"3,500-3,749",Grand Total,4109
2009,Female,"3,750-3,999",10,0
2009,Female,"3,750-3,999",11,0
2009,Female,"3,750-3,999",12,0
2009,Female,"3,750-3,999",13,0
2009,Female,"3,750-3,999",14,1
2009,Female,"3,750-3,999",14-Oct,1
2009,Female,"3,750-3,999",15,4
2009,Female,"3,750-3,999",16,13
2009,Female,"3,750-3,999",17,19
2009,Female,"3,750-3,999",18,31
2009,Female,"3,750-3,999",19,46
2009,Female,"3,750-3,999",15-19,113
2009,Female,"3,750-3,999",20,58
2009,Female,"3,750-3,999",21,78
2009,Female,"3,750-3,999",22,67
2009,Female,"3,750-3,999",23,99
2009,Female,"3,750-3,999",24,119
2009,Female,"3,750-3,999",20-24,421
2009,Female,"3,750-3,999",25,137
2009,Female,"3,750-3,999",26,147
2009,Female,"3,750-3,999",27,167
2009,Female,"3,750-3,999",28,178
2009,Female,"3,750-3,999",29,169
2009,Female,"3,750-3,999",25-29,798
2009,Female,"3,750-3,999",30,180
2009,Female,"3,750-3,999",31,159
2009,Female,"3,750-3,999",32,169
2009,Female,"3,750-3,999",33,128
2009,Female,"3,750-3,999",34,127
2009,Female,"3,750-3,999",30-34,763
2009,Female,"3,750-3,999",35,99
2009,Female,"3,750-3,999",36,79
2009,Female,"3,750-3,999",37,66
2009,Female,"3,750-3,999",38,58
2009,Female,"3,750-3,999",39,40
2009,Female,"3,750-3,999",35-39,342
2009,Female,"3,750-3,999",40,24
2009,Female,"3,750-3,999",41,17
2009,Female,"3,750-3,999",42,12
2009,Female,"3,750-3,999",43,3
2009,Female,"3,750-3,999",44,2
2009,Female,"3,750-3,999",40-44,58
2009,Female,"3,750-3,999",45+,1
2009,Female,"3,750-3,999",NS,10
2009,Female,"3,750-3,999",Res Total,2507
2009,Female,"3,750-3,999",Non Res Total,24
2009,Female,"3,750-3,999",Grand Total,2531
2009,Female,"4,000-4,249",10,0
2009,Female,"4,000-4,249",11,0
2009,Female,"4,000-4,249",12,0
2009,Female,"4,000-4,249",13,0
2009,Female,"4,000-4,249",14,0
2009,Female,"4,000-4,249",14-Oct,0
2009,Female,"4,000-4,249",15,0
2009,Female,"4,000-4,249",16,5
2009,Female,"4,000-4,249",17,8
2009,Female,"4,000-4,249",18,13
2009,Female,"4,000-4,249",19,27
2009,Female,"4,000-4,249",15-19,53
2009,Female,"4,000-4,249",20,26
2009,Female,"4,000-4,249",21,36
2009,Female,"4,000-4,249",22,44
2009,Female,"4,000-4,249",23,47
2009,Female,"4,000-4,249",24,49
2009,Female,"4,000-4,249",20-24,202
2009,Female,"4,000-4,249",25,74
2009,Female,"4,000-4,249",26,77
2009,Female,"4,000-4,249",27,83
2009,Female,"4,000-4,249",28,74
2009,Female,"4,000-4,249",29,83
2009,Female,"4,000-4,249",25-29,391
2009,Female,"4,000-4,249",30,76
2009,Female,"4,000-4,249",31,75
2009,Female,"4,000-4,249",32,65
2009,Female,"4,000-4,249",33,58
2009,Female,"4,000-4,249",34,65
2009,Female,"4,000-4,249",30-34,339
2009,Female,"4,000-4,249",35,38
2009,Female,"4,000-4,249",36,41
2009,Female,"4,000-4,249",37,29
2009,Female,"4,000-4,249",38,29
2009,Female,"4,000-4,249",39,9
2009,Female,"4,000-4,249",35-39,146
2009,Female,"4,000-4,249",40,14
2009,Female,"4,000-4,249",41,5
2009,Female,"4,000-4,249",42,5
2009,Female,"4,000-4,249",43,1
2009,Female,"4,000-4,249",44,0
2009,Female,"4,000-4,249",40-44,25
2009,Female,"4,000-4,249",45+,3
2009,Female,"4,000-4,249",NS,3
2009,Female,"4,000-4,249",Res Total,1162
2009,Female,"4,000-4,249",Non Res Total,11
2009,Female,"4,000-4,249",Grand Total,1173
2009,Female,"4,250-4,499",10,0
2009,Female,"4,250-4,499",11,0
2009,Female,"4,250-4,499",12,0
2009,Female,"4,250-4,499",13,0
2009,Female,"4,250-4,499",14,0
2009,Female,"4,250-4,499",14-Oct,0
2009,Female,"4,250-4,499",15,0
2009,Female,"4,250-4,499",16,3
2009,Female,"4,250-4,499",17,3
2009,Female,"4,250-4,499",18,8
2009,Female,"4,250-4,499",19,7
2009,Female,"4,250-4,499",15-19,21
2009,Female,"4,250-4,499",20,17
2009,Female,"4,250-4,499",21,17
2009,Female,"4,250-4,499",22,14
2009,Female,"4,250-4,499",23,19
2009,Female,"4,250-4,499",24,20
2009,Female,"4,250-4,499",20-24,87
2009,Female,"4,250-4,499",25,31
2009,Female,"4,250-4,499",26,24
2009,Female,"4,250-4,499",27,26
2009,Female,"4,250-4,499",28,38
2009,Female,"4,250-4,499",29,49
2009,Female,"4,250-4,499",25-29,168
2009,Female,"4,250-4,499",30,37
2009,Female,"4,250-4,499",31,35
2009,Female,"4,250-4,499",32,28
2009,Female,"4,250-4,499",33,25
2009,Female,"4,250-4,499",34,25
2009,Female,"4,250-4,499",30-34,150
2009,Female,"4,250-4,499",35,16
2009,Female,"4,250-4,499",36,17
2009,Female,"4,250-4,499",37,13
2009,Female,"4,250-4,499",38,13
2009,Female,"4,250-4,499",39,5
2009,Female,"4,250-4,499",35-39,64
2009,Female,"4,250-4,499",40,6
2009,Female,"4,250-4,499",41,2
2009,Female,"4,250-4,499",42,3
2009,Female,"4,250-4,499",43,0
2009,Female,"4,250-4,499",44,0
2009,Female,"4,250-4,499",40-44,11
2009,Female,"4,250-4,499",45+,2
2009,Female,"4,250-4,499",NS,1
2009,Female,"4,250-4,499",Res Total,504
2009,Female,"4,250-4,499",Non Res Total,2
2009,Female,"4,250-4,499",Grand Total,506
2009,Female,"4,500-4,749",10,0
2009,Female,"4,500-4,749",11,0
2009,Female,"4,500-4,749",12,0
2009,Female,"4,500-4,749",13,0
2009,Female,"4,500-4,749",14,0
2009,Female,"4,500-4,749",14-Oct,0
2009,Female,"4,500-4,749",15,2
2009,Female,"4,500-4,749",16,3
2009,Female,"4,500-4,749",17,3
2009,Female,"4,500-4,749",18,3
2009,Female,"4,500-4,749",19,3
2009,Female,"4,500-4,749",15-19,14
2009,Female,"4,500-4,749",20,3
2009,Female,"4,500-4,749",21,5
2009,Female,"4,500-4,749",22,9
2009,Female,"4,500-4,749",23,2
2009,Female,"4,500-4,749",24,5
2009,Female,"4,500-4,749",20-24,24
2009,Female,"4,500-4,749",25,7
2009,Female,"4,500-4,749",26,7
2009,Female,"4,500-4,749",27,5
2009,Female,"4,500-4,749",28,12
2009,Female,"4,500-4,749",29,11
2009,Female,"4,500-4,749",25-29,42
2009,Female,"4,500-4,749",30,14
2009,Female,"4,500-4,749",31,16
2009,Female,"4,500-4,749",32,12
2009,Female,"4,500-4,749",33,9
2009,Female,"4,500-4,749",34,5
2009,Female,"4,500-4,749",30-34,56
2009,Female,"4,500-4,749",35,4
2009,Female,"4,500-4,749",36,8
2009,Female,"4,500-4,749",37,8
2009,Female,"4,500-4,749",38,0
2009,Female,"4,500-4,749",39,3
2009,Female,"4,500-4,749",35-39,23
2009,Female,"4,500-4,749",40,5
2009,Female,"4,500-4,749",41,3
2009,Female,"4,500-4,749",42,0
2009,Female,"4,500-4,749",43,0
2009,Female,"4,500-4,749",44,0
2009,Female,"4,500-4,749",40-44,8
2009,Female,"4,500-4,749",45+,0
2009,Female,"4,500-4,749",NS,0
2009,Female,"4,500-4,749",Res Total,167
2009,Female,"4,500-4,749",Non Res Total,0
2009,Female,"4,500-4,749",Grand Total,167
2009,Female,"4,750-4,999",10,0
2009,Female,"4,750-4,999",11,0
2009,Female,"4,750-4,999",12,0
2009,Female,"4,750-4,999",13,0
2009,Female,"4,750-4,999",14,0
2009,Female,"4,750-4,999",14-Oct,0
2009,Female,"4,750-4,999",15,0
2009,Female,"4,750-4,999",16,0
2009,Female,"4,750-4,999",17,0
2009,Female,"4,750-4,999",18,2
2009,Female,"4,750-4,999",19,1
2009,Female,"4,750-4,999",15-19,3
2009,Female,"4,750-4,999",20,2
2009,Female,"4,750-4,999",21,1
2009,Female,"4,750-4,999",22,2
2009,Female,"4,750-4,999",23,3
2009,Female,"4,750-4,999",24,5
2009,Female,"4,750-4,999",20-24,13
2009,Female,"4,750-4,999",25,1
2009,Female,"4,750-4,999",26,1
2009,Female,"4,750-4,999",27,4
2009,Female,"4,750-4,999",28,1
2009,Female,"4,750-4,999",29,2
2009,Female,"4,750-4,999",25-29,9
2009,Female,"4,750-4,999",30,2
2009,Female,"4,750-4,999",31,7
2009,Female,"4,750-4,999",32,5
2009,Female,"4,750-4,999",33,3
2009,Female,"4,750-4,999",34,3
2009,Female,"4,750-4,999",30-34,20
2009,Female,"4,750-4,999",35,3
2009,Female,"4,750-4,999",36,2
2009,Female,"4,750-4,999",37,2
2009,Female,"4,750-4,999",38,3
2009,Female,"4,750-4,999",39,1
2009,Female,"4,750-4,999",35-39,11
2009,Female,"4,750-4,999",40,0
2009,Female,"4,750-4,999",41,0
2009,Female,"4,750-4,999",42,2
2009,Female,"4,750-4,999",43,1
2009,Female,"4,750-4,999",44,0
2009,Female,"4,750-4,999",40-44,3
2009,Female,"4,750-4,999",45+,0
2009,Female,"4,750-4,999",NS,0
2009,Female,"4,750-4,999",Res Total,59
2009,Female,"4,750-4,999",Non Res Total,1
2009,Female,"4,750-4,999",Grand Total,60
2009,Female,"5,000-5,249",10,0
2009,Female,"5,000-5,249",11,0
2009,Female,"5,000-5,249",12,0
2009,Female,"5,000-5,249",13,0
2009,Female,"5,000-5,249",14,0
2009,Female,"5,000-5,249",14-Oct,0
2009,Female,"5,000-5,249",15,0
2009,Female,"5,000-5,249",16,0
2009,Female,"5,000-5,249",17,0
2009,Female,"5,000-5,249",18,0
2009,Female,"5,000-5,249",19,0
2009,Female,"5,000-5,249",15-19,0
2009,Female,"5,000-5,249",20,1
2009,Female,"5,000-5,249",21,1
2009,Female,"5,000-5,249",22,1
2009,Female,"5,000-5,249",23,1
2009,Female,"5,000-5,249",24,0
2009,Female,"5,000-5,249",20-24,4
2009,Female,"5,000-5,249",25,0
2009,Female,"5,000-5,249",26,0
2009,Female,"5,000-5,249",27,0
2009,Female,"5,000-5,249",28,1
2009,Female,"5,000-5,249",29,2
2009,Female,"5,000-5,249",25-29,3
2009,Female,"5,000-5,249",30,1
2009,Female,"5,000-5,249",31,1
2009,Female,"5,000-5,249",32,2
2009,Female,"5,000-5,249",33,0
2009,Female,"5,000-5,249",34,3
2009,Female,"5,000-5,249",30-34,7
2009,Female,"5,000-5,249",35,0
2009,Female,"5,000-5,249",36,2
2009,Female,"5,000-5,249",37,0
2009,Female,"5,000-5,249",38,0
2009,Female,"5,000-5,249",39,0
2009,Female,"5,000-5,249",35-39,2
2009,Female,"5,000-5,249",40,0
2009,Female,"5,000-5,249",41,0
2009,Female,"5,000-5,249",42,0
2009,Female,"5,000-5,249",43,0
2009,Female,"5,000-5,249",44,0
2009,Female,"5,000-5,249",40-44,0
2009,Female,"5,000-5,249",45+,0
2009,Female,"5,000-5,249",NS,1
2009,Female,"5,000-5,249",Res Total,17
2009,Female,"5,000-5,249",Non Res Total,0
2009,Female,"5,000-5,249",Grand Total,17
2009,Female,"5,250-5,499",10,0
2009,Female,"5,250-5,499",11,0
2009,Female,"5,250-5,499",12,0
2009,Female,"5,250-5,499",13,0
2009,Female,"5,250-5,499",14,0
2009,Female,"5,250-5,499",14-Oct,0
2009,Female,"5,250-5,499",15,0
2009,Female,"5,250-5,499",16,0
2009,Female,"5,250-5,499",17,0
2009,Female,"5,250-5,499",18,0
2009,Female,"5,250-5,499",19,0
2009,Female,"5,250-5,499",15-19,0
2009,Female,"5,250-5,499",20,0
2009,Female,"5,250-5,499",21,0
2009,Female,"5,250-5,499",22,2
2009,Female,"5,250-5,499",23,0
2009,Female,"5,250-5,499",24,0
2009,Female,"5,250-5,499",20-24,2
2009,Female,"5,250-5,499",25,0
2009,Female,"5,250-5,499",26,0
2009,Female,"5,250-5,499",27,0
2009,Female,"5,250-5,499",28,0
2009,Female,"5,250-5,499",29,0
2009,Female,"5,250-5,499",25-29,0
2009,Female,"5,250-5,499",30,0
2009,Female,"5,250-5,499",31,0
2009,Female,"5,250-5,499",32,0
2009,Female,"5,250-5,499",33,0
2009,Female,"5,250-5,499",34,0
2009,Female,"5,250-5,499",30-34,0
2009,Female,"5,250-5,499",35,0
2009,Female,"5,250-5,499",36,0
2009,Female,"5,250-5,499",37,0
2009,Female,"5,250-5,499",38,0
2009,Female,"5,250-5,499",39,0
2009,Female,"5,250-5,499",35-39,0
2009,Female,"5,250-5,499",40,0
2009,Female,"5,250-5,499",41,0
2009,Female,"5,250-5,499",42,0
2009,Female,"5,250-5,499",43,0
2009,Female,"5,250-5,499",44,0
2009,Female,"5,250-5,499",40-44,0
2009,Female,"5,250-5,499",45+,0
2009,Female,"5,250-5,499",NS,0
2009,Female,"5,250-5,499",Res Total,2
2009,Female,"5,250-5,499",Non Res Total,0
2009,Female,"5,250-5,499",Grand Total,2
2009,Female,"5,500-5,749",10,0
2009,Female,"5,500-5,749",11,0
2009,Female,"5,500-5,749",12,0
2009,Female,"5,500-5,749",13,0
2009,Female,"5,500-5,749",14,0
2009,Female,"5,500-5,749",14-Oct,0
2009,Female,"5,500-5,749",15,0
2009,Female,"5,500-5,749",16,0
2009,Female,"5,500-5,749",17,0
2009,Female,"5,500-5,749",18,0
2009,Female,"5,500-5,749",19,0
2009,Female,"5,500-5,749",15-19,0
2009,Female,"5,500-5,749",20,0
2009,Female,"5,500-5,749",21,0
2009,Female,"5,500-5,749",22,0
2009,Female,"5,500-5,749",23,0
2009,Female,"5,500-5,749",24,0
2009,Female,"5,500-5,749",20-24,0
2009,Female,"5,500-5,749",25,0
2009,Female,"5,500-5,749",26,0
2009,Female,"5,500-5,749",27,0
2009,Female,"5,500-5,749",28,0
2009,Female,"5,500-5,749",29,0
2009,Female,"5,500-5,749",25-29,0
2009,Female,"5,500-5,749",30,0
2009,Female,"5,500-5,749",31,0
2009,Female,"5,500-5,749",32,0
2009,Female,"5,500-5,749",33,0
2009,Female,"5,500-5,749",34,0
2009,Female,"5,500-5,749",30-34,0
2009,Female,"5,500-5,749",35,0
2009,Female,"5,500-5,749",36,0
2009,Female,"5,500-5,749",37,0
2009,Female,"5,500-5,749",38,0
2009,Female,"5,500-5,749",39,0
2009,Female,"5,500-5,749",35-39,0
2009,Female,"5,500-5,749",40,0
2009,Female,"5,500-5,749",41,0
2009,Female,"5,500-5,749",42,0
2009,Female,"5,500-5,749",43,0
2009,Female,"5,500-5,749",44,0
2009,Female,"5,500-5,749",40-44,0
2009,Female,"5,500-5,749",45+,0
2009,Female,"5,500-5,749",NS,0
2009,Female,"5,500-5,749",Res Total,0
2009,Female,"5,500-5,749",Non Res Total,0
2009,Female,"5,500-5,749",Grand Total,0
2009,Female,"5,750-5,999",10,0
2009,Female,"5,750-5,999",11,0
2009,Female,"5,750-5,999",12,0
2009,Female,"5,750-5,999",13,0
2009,Female,"5,750-5,999",14,0
2009,Female,"5,750-5,999",14-Oct,0
2009,Female,"5,750-5,999",15,0
2009,Female,"5,750-5,999",16,0
2009,Female,"5,750-5,999",17,0
2009,Female,"5,750-5,999",18,0
2009,Female,"5,750-5,999",19,0
2009,Female,"5,750-5,999",15-19,0
2009,Female,"5,750-5,999",20,0
2009,Female,"5,750-5,999",21,0
2009,Female,"5,750-5,999",22,0
2009,Female,"5,750-5,999",23,0
2009,Female,"5,750-5,999",24,0
2009,Female,"5,750-5,999",20-24,0
2009,Female,"5,750-5,999",25,0
2009,Female,"5,750-5,999",26,0
2009,Female,"5,750-5,999",27,0
2009,Female,"5,750-5,999",28,0
2009,Female,"5,750-5,999",29,0
2009,Female,"5,750-5,999",25-29,0
2009,Female,"5,750-5,999",30,0
2009,Female,"5,750-5,999",31,0
2009,Female,"5,750-5,999",32,0
2009,Female,"5,750-5,999",33,0
2009,Female,"5,750-5,999",34,1
2009,Female,"5,750-5,999",30-34,1
2009,Female,"5,750-5,999",35,0
2009,Female,"5,750-5,999",36,0
2009,Female,"5,750-5,999",37,0
2009,Female,"5,750-5,999",38,0
2009,Female,"5,750-5,999",39,0
2009,Female,"5,750-5,999",35-39,0
2009,Female,"5,750-5,999",40,0
2009,Female,"5,750-5,999",41,0
2009,Female,"5,750-5,999",42,0
2009,Female,"5,750-5,999",43,0
2009,Female,"5,750-5,999",44,0
2009,Female,"5,750-5,999",40-44,0
2009,Female,"5,750-5,999",45+,0
2009,Female,"5,750-5,999",NS,0
2009,Female,"5,750-5,999",Res Total,1
2009,Female,"5,750-5,999",Non Res Total,0
2009,Female,"5,750-5,999",Grand Total,1
2009,Female,"6,000-6,249",10,0
2009,Female,"6,000-6,249",11,0
2009,Female,"6,000-6,249",12,0
2009,Female,"6,000-6,249",13,0
2009,Female,"6,000-6,249",14,0
2009,Female,"6,000-6,249",14-Oct,0
2009,Female,"6,000-6,249",15,0
2009,Female,"6,000-6,249",16,0
2009,Female,"6,000-6,249",17,0
2009,Female,"6,000-6,249",18,0
2009,Female,"6,000-6,249",19,0
2009,Female,"6,000-6,249",15-19,0
2009,Female,"6,000-6,249",20,0
2009,Female,"6,000-6,249",21,0
2009,Female,"6,000-6,249",22,0
2009,Female,"6,000-6,249",23,0
2009,Female,"6,000-6,249",24,0
2009,Female,"6,000-6,249",20-24,0
2009,Female,"6,000-6,249",25,0
2009,Female,"6,000-6,249",26,0
2009,Female,"6,000-6,249",27,0
2009,Female,"6,000-6,249",28,0
2009,Female,"6,000-6,249",29,0
2009,Female,"6,000-6,249",25-29,0
2009,Female,"6,000-6,249",30,0
2009,Female,"6,000-6,249",31,0
2009,Female,"6,000-6,249",32,0
2009,Female,"6,000-6,249",33,0
2009,Female,"6,000-6,249",34,0
2009,Female,"6,000-6,249",30-34,0
2009,Female,"6,000-6,249",35,0
2009,Female,"6,000-6,249",36,0
2009,Female,"6,000-6,249",37,0
2009,Female,"6,000-6,249",38,0
2009,Female,"6,000-6,249",39,0
2009,Female,"6,000-6,249",35-39,0
2009,Female,"6,000-6,249",40,0
2009,Female,"6,000-6,249",41,0
2009,Female,"6,000-6,249",42,0
2009,Female,"6,000-6,249",43,0
2009,Female,"6,000-6,249",44,0
2009,Female,"6,000-6,249",40-44,0
2009,Female,"6,000-6,249",45+,0
2009,Female,"6,000-6,249",NS,0
2009,Female,"6,000-6,249",Res Total,0
2009,Female,"6,000-6,249",Non Res Total,0
2009,Female,"6,000-6,249",Grand Total,0
2009,Female,"6,250-6,499",10,0
2009,Female,"6,250-6,499",11,0
2009,Female,"6,250-6,499",12,0
2009,Female,"6,250-6,499",13,0
2009,Female,"6,250-6,499",14,0
2009,Female,"6,250-6,499",14-Oct,0
2009,Female,"6,250-6,499",15,0
2009,Female,"6,250-6,499",16,0
2009,Female,"6,250-6,499",17,0
2009,Female,"6,250-6,499",18,0
2009,Female,"6,250-6,499",19,0
2009,Female,"6,250-6,499",15-19,0
2009,Female,"6,250-6,499",20,0
2009,Female,"6,250-6,499",21,0
2009,Female,"6,250-6,499",22,0
2009,Female,"6,250-6,499",23,0
2009,Female,"6,250-6,499",24,0
2009,Female,"6,250-6,499",20-24,0
2009,Female,"6,250-6,499",25,0
2009,Female,"6,250-6,499",26,0
2009,Female,"6,250-6,499",27,0
2009,Female,"6,250-6,499",28,0
2009,Female,"6,250-6,499",29,0
2009,Female,"6,250-6,499",25-29,0
2009,Female,"6,250-6,499",30,0
2009,Female,"6,250-6,499",31,0
2009,Female,"6,250-6,499",32,0
2009,Female,"6,250-6,499",33,0
2009,Female,"6,250-6,499",34,0
2009,Female,"6,250-6,499",30-34,0
2009,Female,"6,250-6,499",35,0
2009,Female,"6,250-6,499",36,0
2009,Female,"6,250-6,499",37,0
2009,Female,"6,250-6,499",38,0
2009,Female,"6,250-6,499",39,0
2009,Female,"6,250-6,499",35-39,0
2009,Female,"6,250-6,499",40,0
2009,Female,"6,250-6,499",41,0
2009,Female,"6,250-6,499",42,0
2009,Female,"6,250-6,499",43,0
2009,Female,"6,250-6,499",44,0
2009,Female,"6,250-6,499",40-44,0
2009,Female,"6,250-6,499",45+,0
2009,Female,"6,250-6,499",NS,0
2009,Female,"6,250-6,499",Res Total,0
2009,Female,"6,250-6,499",Non Res Total,0
2009,Female,"6,250-6,499",Grand Total,0
2009,Female,6500+,10,0
2009,Female,6500+,11,0
2009,Female,6500+,12,0
2009,Female,6500+,13,0
2009,Female,6500+,14,0
2009,Female,6500+,14-Oct,0
2009,Female,6500+,15,0
2009,Female,6500+,16,0
2009,Female,6500+,17,0
2009,Female,6500+,18,0
2009,Female,6500+,19,0
2009,Female,6500+,15-19,0
2009,Female,6500+,20,0
2009,Female,6500+,21,0
2009,Female,6500+,22,0
2009,Female,6500+,23,0
2009,Female,6500+,24,0
2009,Female,6500+,20-24,0
2009,Female,6500+,25,0
2009,Female,6500+,26,0
2009,Female,6500+,27,0
2009,Female,6500+,28,0
2009,Female,6500+,29,0
2009,Female,6500+,25-29,0
2009,Female,6500+,30,0
2009,Female,6500+,31,0
2009,Female,6500+,32,0
2009,Female,6500+,33,0
2009,Female,6500+,34,0
2009,Female,6500+,30-34,0
2009,Female,6500+,35,0
2009,Female,6500+,36,0
2009,Female,6500+,37,0
2009,Female,6500+,38,0
2009,Female,6500+,39,0
2009,Female,6500+,35-39,0
2009,Female,6500+,40,0
2009,Female,6500+,41,0
2009,Female,6500+,42,0
2009,Female,6500+,43,0
2009,Female,6500+,44,0
2009,Female,6500+,40-44,0
2009,Female,6500+,45+,0
2009,Female,6500+,NS,0
2009,Female,6500+,Res Total,0
2009,Female,6500+,Non Res Total,0
2009,Female,6500+,Grand Total,0
2009,Female,Total,10,0
2009,Female,Total,11,1
2009,Female,Total,12,1
2009,Female,Total,13,1
2009,Female,Total,14,7
2009,Female,Total,14-Oct,10
2009,Female,Total,15,34
2009,Female,Total,16,115
2009,Female,Total,17,217
2009,Female,Total,18,311
2009,Female,Total,19,493
2009,Female,Total,15-19,1170
2009,Female,Total,20,581
2009,Female,Total,21,694
2009,Female,Total,22,805
2009,Female,Total,23,975
2009,Female,Total,24,1209
2009,Female,Total,20-24,4264
2009,Female,Total,25,1338
2009,Female,Total,26,1510
2009,Female,Total,27,1650
2009,Female,Total,28,1793
2009,Female,Total,29,1796
2009,Female,Total,25-29,8087
2009,Female,Total,30,1738
2009,Female,Total,31,1557
2009,Female,Total,32,1499
2009,Female,Total,33,1318
2009,Female,Total,34,1207
2009,Female,Total,30-34,7319
2009,Female,Total,35,975
2009,Female,Total,36,792
2009,Female,Total,37,644
2009,Female,Total,38,522
2009,Female,Total,39,363
2009,Female,Total,35-39,3296
2009,Female,Total,40,276
2009,Female,Total,41,168
2009,Female,Total,42,101
2009,Female,Total,43,50
2009,Female,Total,44,31
2009,Female,Total,40-44,626
2009,Female,Total,45+,36
2009,Female,Total,NS,56
2009,Female,Total,Res Total,24864
2009,Female,Total,Non Res Total,213
2009,Female,Total,Grand Total,25077
2010,Female,<500,10,0
2010,Female,<500,11,0
2010,Female,<500,12,0
2010,Female,<500,13,0
2010,Female,<500,14,0
2010,Female,<500,14-Oct,0
2010,Female,<500,15,0
2010,Female,<500,16,0
2010,Female,<500,17,0
2010,Female,<500,18,0
2010,Female,<500,19,1
2010,Female,<500,15-19,1
2010,Female,<500,20,1
2010,Female,<500,21,0
2010,Female,<500,22,1
2010,Female,<500,23,1
2010,Female,<500,24,0
2010,Female,<500,20-24,3
2010,Female,<500,25,2
2010,Female,<500,26,3
2010,Female,<500,27,2
2010,Female,<500,28,1
2010,Female,<500,29,2
2010,Female,<500,25-29,10
2010,Female,<500,30,3
2010,Female,<500,31,5
2010,Female,<500,32,4
2010,Female,<500,33,5
2010,Female,<500,34,0
2010,Female,<500,30-34,17
2010,Female,<500,35,3
2010,Female,<500,36,2
2010,Female,<500,37,1
2010,Female,<500,38,0
2010,Female,<500,39,2
2010,Female,<500,35-39,8
2010,Female,<500,40,0
2010,Female,<500,41,2
2010,Female,<500,42,1
2010,Female,<500,43,0
2010,Female,<500,44,0
2010,Female,<500,40-44,3
2010,Female,<500,45+,0
2010,Female,<500,NS,0
2010,Female,<500,Res Total,42
2010,Female,<500,Non Res Total,0
2010,Female,<500,Grand Total,42
2010,Female,500-749,10,0
2010,Female,500-749,11,0
2010,Female,500-749,12,0
2010,Female,500-749,13,0
2010,Female,500-749,14,0
2010,Female,500-749,14-Oct,0
2010,Female,500-749,15,0
2010,Female,500-749,16,1
2010,Female,500-749,17,0
2010,Female,500-749,18,1
2010,Female,500-749,19,0
2010,Female,500-749,15-19,2
2010,Female,500-749,20,1
2010,Female,500-749,21,1
2010,Female,500-749,22,0
2010,Female,500-749,23,0
2010,Female,500-749,24,3
2010,Female,500-749,20-24,5
2010,Female,500-749,25,1
2010,Female,500-749,26,4
2010,Female,500-749,27,3
2010,Female,500-749,28,6
2010,Female,500-749,29,6
2010,Female,500-749,25-29,20
2010,Female,500-749,30,4
2010,Female,500-749,31,4
2010,Female,500-749,32,0
2010,Female,500-749,33,1
2010,Female,500-749,34,1
2010,Female,500-749,30-34,10
2010,Female,500-749,35,5
2010,Female,500-749,36,2
2010,Female,500-749,37,1
2010,Female,500-749,38,2
2010,Female,500-749,39,3
2010,Female,500-749,35-39,13
2010,Female,500-749,40,0
2010,Female,500-749,41,0
2010,Female,500-749,42,0
2010,Female,500-749,43,0
2010,Female,500-749,44,0
2010,Female,500-749,40-44,0
2010,Female,500-749,45+,0
2010,Female,500-749,NS,0
2010,Female,500-749,Res Total,50
2010,Female,500-749,Non Res Total,1
2010,Female,500-749,Grand Total,51
2010,Female,750-999,10,0
2010,Female,750-999,11,0
2010,Female,750-999,12,0
2010,Female,750-999,13,0
2010,Female,750-999,14,0
2010,Female,750-999,14-Oct,0
2010,Female,750-999,15,0
2010,Female,750-999,16,0
2010,Female,750-999,17,1
2010,Female,750-999,18,0
2010,Female,750-999,19,0
2010,Female,750-999,15-19,1
2010,Female,750-999,20,0
2010,Female,750-999,21,1
2010,Female,750-999,22,0
2010,Female,750-999,23,0
2010,Female,750-999,24,0
2010,Female,750-999,20-24,1
2010,Female,750-999,25,1
2010,Female,750-999,26,0
2010,Female,750-999,27,0
2010,Female,750-999,28,0
2010,Female,750-999,29,1
2010,Female,750-999,25-29,2
2010,Female,750-999,30,1
2010,Female,750-999,31,1
2010,Female,750-999,32,0
2010,Female,750-999,33,0
2010,Female,750-999,34,0
2010,Female,750-999,30-34,2
2010,Female,750-999,35,0
2010,Female,750-999,36,1
2010,Female,750-999,37,0
2010,Female,750-999,38,1
2010,Female,750-999,39,0
2010,Female,750-999,35-39,2
2010,Female,750-999,40,0
2010,Female,750-999,41,0
2010,Female,750-999,42,0
2010,Female,750-999,43,0
