Year,Gender,Birth-Weight(Grams),AgeMother,Value_LiveBirth
2002,Female,"3,750-3,999",40-44,40
2002,Female,"3,750-3,999",45+,1
2002,Female,"3,750-3,999",NS,0
2002,Female,"3,750-3,999",Res Total,2179
2002,Female,"3,750-3,999",Non Res Total,29
2002,Female,"3,750-3,999",Grand Total,2208
2002,Female,"4,000-4,249",10,0
2002,Female,"4,000-4,249",11,0
2002,Female,"4,000-4,249",12,0
2002,Female,"4,000-4,249",13,0
2002,Female,"4,000-4,249",14,0
2002,Female,"4,000-4,249",14-Oct,0
2002,Female,"4,000-4,249",15,3
2002,Female,"4,000-4,249",16,6
2002,Female,"4,000-4,249",17,9
2002,Female,"4,000-4,249",18,12
2002,Female,"4,000-4,249",19,24
2002,Female,"4,000-4,249",15-19,54
2002,Female,"4,000-4,249",20,34
2002,Female,"4,000-4,249",21,42
2002,Female,"4,000-4,249",22,41
2002,Female,"4,000-4,249",23,43
2002,Female,"4,000-4,249",24,58
2002,Female,"4,000-4,249",20-24,218
2002,Female,"4,000-4,249",25,59
2002,Female,"4,000-4,249",26,65
2002,Female,"4,000-4,249",27,77
2002,Female,"4,000-4,249",28,70
2002,Female,"4,000-4,249",29,70
2002,Female,"4,000-4,249",25-29,341
2002,Female,"4,000-4,249",30,80
2002,Female,"4,000-4,249",31,73
2002,Female,"4,000-4,249",32,74
2002,Female,"4,000-4,249",33,53
2002,Female,"4,000-4,249",34,50
2002,Female,"4,000-4,249",30-34,330
2002,Female,"4,000-4,249",35,38
2002,Female,"4,000-4,249",36,41
2002,Female,"4,000-4,249",37,24
2002,Female,"4,000-4,249",38,17
2002,Female,"4,000-4,249",39,10
2002,Female,"4,000-4,249",35-39,130
2002,Female,"4,000-4,249",40,15
2002,Female,"4,000-4,249",41,3
2002,Female,"4,000-4,249",42,2
2002,Female,"4,000-4,249",43,1
2002,Female,"4,000-4,249",44,1
2002,Female,"4,000-4,249",40-44,22
2002,Female,"4,000-4,249",45+,1
2002,Female,"4,000-4,249",NS,0
2002,Female,"4,000-4,249",Res Total,1096
2002,Female,"4,000-4,249",Non Res Total,13
2002,Female,"4,000-4,249",Grand Total,1109
2002,Female,"4,250-4,499",10,0
2002,Female,"4,250-4,499",11,0
2002,Female,"4,250-4,499",12,0
2002,Female,"4,250-4,499",13,0
2002,Female,"4,250-4,499",14,0
2002,Female,"4,250-4,499",14-Oct,0
2002,Female,"4,250-4,499",15,2
2002,Female,"4,250-4,499",16,4
2002,Female,"4,250-4,499",17,4
2002,Female,"4,250-4,499",18,7
2002,Female,"4,250-4,499",19,5
2002,Female,"4,250-4,499",15-19,22
2002,Female,"4,250-4,499",20,22
2002,Female,"4,250-4,499",21,7
2002,Female,"4,250-4,499",22,23
2002,Female,"4,250-4,499",23,22
2002,Female,"4,250-4,499",24,26
2002,Female,"4,250-4,499",20-24,100
2002,Female,"4,250-4,499",25,20
2002,Female,"4,250-4,499",26,21
2002,Female,"4,250-4,499",27,33
2002,Female,"4,250-4,499",28,21
2002,Female,"4,250-4,499",29,22
2002,Female,"4,250-4,499",25-29,117
2002,Female,"4,250-4,499",30,31
2002,Female,"4,250-4,499",31,34
2002,Female,"4,250-4,499",32,31
2002,Female,"4,250-4,499",33,25
2002,Female,"4,250-4,499",34,13
2002,Female,"4,250-4,499",30-34,134
2002,Female,"4,250-4,499",35,16
2002,Female,"4,250-4,499",36,14
2002,Female,"4,250-4,499",37,11
2002,Female,"4,250-4,499",38,13
2002,Female,"4,250-4,499",39,5
2002,Female,"4,250-4,499",35-39,59
2002,Female,"4,250-4,499",40,2
2002,Female,"4,250-4,499",41,2
2002,Female,"4,250-4,499",42,0
2002,Female,"4,250-4,499",43,2
2002,Female,"4,250-4,499",44,1
2002,Female,"4,250-4,499",40-44,7
2002,Female,"4,250-4,499",45+,0
2002,Female,"4,250-4,499",NS,0
2002,Female,"4,250-4,499",Res Total,439
2002,Female,"4,250-4,499",Non Res Total,7
2002,Female,"4,250-4,499",Grand Total,446
2002,Female,"4,500-4,749",10,0
2002,Female,"4,500-4,749",11,0
2002,Female,"4,500-4,749",12,0
2002,Female,"4,500-4,749",13,0
2002,Female,"4,500-4,749",14,0
2002,Female,"4,500-4,749",14-Oct,0
2002,Female,"4,500-4,749",15,0
2002,Female,"4,500-4,749",16,2
2002,Female,"4,500-4,749",17,2
2002,Female,"4,500-4,749",18,1
2002,Female,"4,500-4,749",19,3
2002,Female,"4,500-4,749",15-19,8
2002,Female,"4,500-4,749",20,3
2002,Female,"4,500-4,749",21,10
2002,Female,"4,500-4,749",22,3
2002,Female,"4,500-4,749",23,8
2002,Female,"4,500-4,749",24,8
2002,Female,"4,500-4,749",20-24,32
2002,Female,"4,500-4,749",25,8
2002,Female,"4,500-4,749",26,7
2002,Female,"4,500-4,749",27,8
2002,Female,"4,500-4,749",28,13
2002,Female,"4,500-4,749",29,4
2002,Female,"4,500-4,749",25-29,40
2002,Female,"4,500-4,749",30,10
2002,Female,"4,500-4,749",31,16
2002,Female,"4,500-4,749",32,10
2002,Female,"4,500-4,749",33,4
2002,Female,"4,500-4,749",34,7
2002,Female,"4,500-4,749",30-34,47
2002,Female,"4,500-4,749",35,4
2002,Female,"4,500-4,749",36,5
2002,Female,"4,500-4,749",37,3
2002,Female,"4,500-4,749",38,1
2002,Female,"4,500-4,749",39,1
2002,Female,"4,500-4,749",35-39,14
2002,Female,"4,500-4,749",40,1
2002,Female,"4,500-4,749",41,1
2002,Female,"4,500-4,749",42,1
2002,Female,"4,500-4,749",43,0
2002,Female,"4,500-4,749",44,0
2002,Female,"4,500-4,749",40-44,3
2002,Female,"4,500-4,749",45+,0
2002,Female,"4,500-4,749",NS,0
2002,Female,"4,500-4,749",Res Total,144
2002,Female,"4,500-4,749",Non Res Total,4
2002,Female,"4,500-4,749",Grand Total,148
2002,Female,"4,750-4,999",10,0
2002,Female,"4,750-4,999",11,0
2002,Female,"4,750-4,999",12,0
2002,Female,"4,750-4,999",13,0
2002,Female,"4,750-4,999",14,0
2002,Female,"4,750-4,999",14-Oct,0
2002,Female,"4,750-4,999",15,0
2002,Female,"4,750-4,999",16,1
2002,Female,"4,750-4,999",17,0
2002,Female,"4,750-4,999",18,0
2002,Female,"4,750-4,999",19,0
2002,Female,"4,750-4,999",15-19,1
2002,Female,"4,750-4,999",20,0
2002,Female,"4,750-4,999",21,2
2002,Female,"4,750-4,999",22,3
2002,Female,"4,750-4,999",23,0
2002,Female,"4,750-4,999",24,1
2002,Female,"4,750-4,999",20-24,6
2002,Female,"4,750-4,999",25,3
2002,Female,"4,750-4,999",26,3
2002,Female,"4,750-4,999",27,7
2002,Female,"4,750-4,999",28,3
2002,Female,"4,750-4,999",29,4
2002,Female,"4,750-4,999",25-29,20
2002,Female,"4,750-4,999",30,2
2002,Female,"4,750-4,999",31,2
2002,Female,"4,750-4,999",32,4
2002,Female,"4,750-4,999",33,3
2002,Female,"4,750-4,999",34,2
2002,Female,"4,750-4,999",30-34,13
2002,Female,"4,750-4,999",35,0
2002,Female,"4,750-4,999",36,1
2002,Female,"4,750-4,999",37,1
2002,Female,"4,750-4,999",38,2
2002,Female,"4,750-4,999",39,1
2002,Female,"4,750-4,999",35-39,5
2002,Female,"4,750-4,999",40,0
2002,Female,"4,750-4,999",41,1
2002,Female,"4,750-4,999",42,0
2002,Female,"4,750-4,999",43,0
2002,Female,"4,750-4,999",44,0
2002,Female,"4,750-4,999",40-44,1
2002,Female,"4,750-4,999",45+,0
2002,Female,"4,750-4,999",NS,0
2002,Female,"4,750-4,999",Res Total,46
2002,Female,"4,750-4,999",Non Res Total,0
2002,Female,"4,750-4,999",Grand Total,46
2002,Female,"5,000-5,249",10,0
2002,Female,"5,000-5,249",11,0
2002,Female,"5,000-5,249",12,0
2002,Female,"5,000-5,249",13,0
2002,Female,"5,000-5,249",14,0
2002,Female,"5,000-5,249",14-Oct,0
2002,Female,"5,000-5,249",15,0
2002,Female,"5,000-5,249",16,0
2002,Female,"5,000-5,249",17,0
2002,Female,"5,000-5,249",18,0
2002,Female,"5,000-5,249",19,0
2002,Female,"5,000-5,249",15-19,0
2002,Female,"5,000-5,249",20,1
2002,Female,"5,000-5,249",21,0
2002,Female,"5,000-5,249",22,1
2002,Female,"5,000-5,249",23,0
2002,Female,"5,000-5,249",24,1
2002,Female,"5,000-5,249",20-24,3
2002,Female,"5,000-5,249",25,1
2002,Female,"5,000-5,249",26,1
2002,Female,"5,000-5,249",27,1
2002,Female,"5,000-5,249",28,3
2002,Female,"5,000-5,249",29,1
2002,Female,"5,000-5,249",25-29,7
2002,Female,"5,000-5,249",30,1
2002,Female,"5,000-5,249",31,2
2002,Female,"5,000-5,249",32,2
2002,Female,"5,000-5,249",33,1
2002,Female,"5,000-5,249",34,2
2002,Female,"5,000-5,249",30-34,8
2002,Female,"5,000-5,249",35,1
2002,Female,"5,000-5,249",36,2
2002,Female,"5,000-5,249",37,0
2002,Female,"5,000-5,249",38,0
2002,Female,"5,000-5,249",39,1
2002,Female,"5,000-5,249",35-39,4
2002,Female,"5,000-5,249",40,0
2002,Female,"5,000-5,249",41,0
2002,Female,"5,000-5,249",42,0
2002,Female,"5,000-5,249",43,0
2002,Female,"5,000-5,249",44,0
2002,Female,"5,000-5,249",40-44,0
2002,Female,"5,000-5,249",45+,0
2002,Female,"5,000-5,249",NS,0
2002,Female,"5,000-5,249",Res Total,22
2002,Female,"5,000-5,249",Non Res Total,1
2002,Female,"5,000-5,249",Grand Total,23
2002,Female,"5,250-5,499",10,0
2002,Female,"5,250-5,499",11,0
2002,Female,"5,250-5,499",12,0
2002,Female,"5,250-5,499",13,0
2002,Female,"5,250-5,499",14,0
2002,Female,"5,250-5,499",14-Oct,0
2002,Female,"5,250-5,499",15,0
2002,Female,"5,250-5,499",16,0
2002,Female,"5,250-5,499",17,0
2002,Female,"5,250-5,499",18,0
2002,Female,"5,250-5,499",19,0
2002,Female,"5,250-5,499",15-19,0
2002,Female,"5,250-5,499",20,0
2002,Female,"5,250-5,499",21,0
2002,Female,"5,250-5,499",22,0
2002,Female,"5,250-5,499",23,2
2002,Female,"5,250-5,499",24,0
2002,Female,"5,250-5,499",20-24,2
2002,Female,"5,250-5,499",25,1
2002,Female,"5,250-5,499",26,1
2002,Female,"5,250-5,499",27,0
2002,Female,"5,250-5,499",28,0
2002,Female,"5,250-5,499",29,0
2002,Female,"5,250-5,499",25-29,2
2002,Female,"5,250-5,499",30,2
2002,Female,"5,250-5,499",31,0
2002,Female,"5,250-5,499",32,0
2002,Female,"5,250-5,499",33,0
2002,Female,"5,250-5,499",34,0
2002,Female,"5,250-5,499",30-34,2
2002,Female,"5,250-5,499",35,0
2002,Female,"5,250-5,499",36,0
2002,Female,"5,250-5,499",37,0
2002,Female,"5,250-5,499",38,0
2002,Female,"5,250-5,499",39,0
2002,Female,"5,250-5,499",35-39,0
2002,Female,"5,250-5,499",40,1
2002,Female,"5,250-5,499",41,0
2002,Female,"5,250-5,499",42,0
2002,Female,"5,250-5,499",43,0
2002,Female,"5,250-5,499",44,0
2002,Female,"5,250-5,499",40-44,1
2002,Female,"5,250-5,499",45+,0
2002,Female,"5,250-5,499",NS,0
2002,Female,"5,250-5,499",Res Total,7
2002,Female,"5,250-5,499",Non Res Total,0
2002,Female,"5,250-5,499",Grand Total,7
2002,Female,"5,500-5,749",10,0
2002,Female,"5,500-5,749",11,0
2002,Female,"5,500-5,749",12,0
2002,Female,"5,500-5,749",13,0
2002,Female,"5,500-5,749",14,0
2002,Female,"5,500-5,749",14-Oct,0
2002,Female,"5,500-5,749",15,0
2002,Female,"5,500-5,749",16,0
2002,Female,"5,500-5,749",17,0
2002,Female,"5,500-5,749",18,0
2002,Female,"5,500-5,749",19,0
2002,Female,"5,500-5,749",15-19,0
2002,Female,"5,500-5,749",20,0
2002,Female,"5,500-5,749",21,0
2002,Female,"5,500-5,749",22,1
2002,Female,"5,500-5,749",23,0
2002,Female,"5,500-5,749",24,0
2002,Female,"5,500-5,749",20-24,1
2002,Female,"5,500-5,749",25,1
2002,Female,"5,500-5,749",26,0
2002,Female,"5,500-5,749",27,0
2002,Female,"5,500-5,749",28,0
2002,Female,"5,500-5,749",29,0
2002,Female,"5,500-5,749",25-29,1
2002,Female,"5,500-5,749",30,0
2002,Female,"5,500-5,749",31,0
2002,Female,"5,500-5,749",32,0
2002,Female,"5,500-5,749",33,0
2002,Female,"5,500-5,749",34,0
2002,Female,"5,500-5,749",30-34,0
2002,Female,"5,500-5,749",35,0
2002,Female,"5,500-5,749",36,0
2002,Female,"5,500-5,749",37,0
2002,Female,"5,500-5,749",38,0
2002,Female,"5,500-5,749",39,0
2002,Female,"5,500-5,749",35-39,0
2002,Female,"5,500-5,749",40,0
2002,Female,"5,500-5,749",41,0
2002,Female,"5,500-5,749",42,0
2002,Female,"5,500-5,749",43,0
2002,Female,"5,500-5,749",44,0
2002,Female,"5,500-5,749",40-44,0
2002,Female,"5,500-5,749",45+,0
2002,Female,"5,500-5,749",NS,0
2002,Female,"5,500-5,749",Res Total,2
2002,Female,"5,500-5,749",Non Res Total,0
2002,Female,"5,500-5,749",Grand Total,2
2002,Female,"5,750-5,999",10,0
2002,Female,"5,750-5,999",11,0
2002,Female,"5,750-5,999",12,0
2002,Female,"5,750-5,999",13,0
2002,Female,"5,750-5,999",14,0
2002,Female,"5,750-5,999",14-Oct,0
2002,Female,"5,750-5,999",15,0
2002,Female,"5,750-5,999",16,0
2002,Female,"5,750-5,999",17,0
2002,Female,"5,750-5,999",18,0
2002,Female,"5,750-5,999",19,1
2002,Female,"5,750-5,999",15-19,1
2002,Female,"5,750-5,999",20,0
2002,Female,"5,750-5,999",21,0
2002,Female,"5,750-5,999",22,0
2002,Female,"5,750-5,999",23,0
2002,Female,"5,750-5,999",24,0
2002,Female,"5,750-5,999",20-24,0
2002,Female,"5,750-5,999",25,0
2002,Female,"5,750-5,999",26,0
2002,Female,"5,750-5,999",27,0
2002,Female,"5,750-5,999",28,0
2002,Female,"5,750-5,999",29,0
2002,Female,"5,750-5,999",25-29,0
2002,Female,"5,750-5,999",30,0
2002,Female,"5,750-5,999",31,0
2002,Female,"5,750-5,999",32,0
2002,Female,"5,750-5,999",33,0
2002,Female,"5,750-5,999",34,0
2002,Female,"5,750-5,999",30-34,0
2002,Female,"5,750-5,999",35,0
2002,Female,"5,750-5,999",36,0
2002,Female,"5,750-5,999",37,0
2002,Female,"5,750-5,999",38,0
2002,Female,"5,750-5,999",39,0
2002,Female,"5,750-5,999",35-39,0
2002,Female,"5,750-5,999",40,0
2002,Female,"5,750-5,999",41,0
2002,Female,"5,750-5,999",42,0
2002,Female,"5,750-5,999",43,0
2002,Female,"5,750-5,999",44,0
2002,Female,"5,750-5,999",40-44,0
2002,Female,"5,750-5,999",45+,0
2002,Female,"5,750-5,999",NS,0
2002,Female,"5,750-5,999",Res Total,1
2002,Female,"5,750-5,999",Non Res Total,0
2002,Female,"5,750-5,999",Grand Total,1
2002,Female,"6,000-6,249",10,0
2002,Female,"6,000-6,249",11,0
2002,Female,"6,000-6,249",12,0
2002,Female,"6,000-6,249",13,0
2002,Female,"6,000-6,249",14,0
2002,Female,"6,000-6,249",14-Oct,0
2002,Female,"6,000-6,249",15,0
2002,Female,"6,000-6,249",16,0
2002,Female,"6,000-6,249",17,0
2002,Female,"6,000-6,249",18,0
2002,Female,"6,000-6,249",19,0
2002,Female,"6,000-6,249",15-19,0
2002,Female,"6,000-6,249",20,0
2002,Female,"6,000-6,249",21,0
2002,Female,"6,000-6,249",22,0
2002,Female,"6,000-6,249",23,0
2002,Female,"6,000-6,249",24,0
2002,Female,"6,000-6,249",20-24,0
2002,Female,"6,000-6,249",25,0
2002,Female,"6,000-6,249",26,1
2002,Female,"6,000-6,249",27,0
2002,Female,"6,000-6,249",28,0
2002,Female,"6,000-6,249",29,0
2002,Female,"6,000-6,249",25-29,1
2002,Female,"6,000-6,249",30,0
2002,Female,"6,000-6,249",31,0
2002,Female,"6,000-6,249",32,0
2002,Female,"6,000-6,249",33,0
2002,Female,"6,000-6,249",34,0
2002,Female,"6,000-6,249",30-34,0
2002,Female,"6,000-6,249",35,0
2002,Female,"6,000-6,249",36,0
2002,Female,"6,000-6,249",37,0
2002,Female,"6,000-6,249",38,0
2002,Female,"6,000-6,249",39,0
2002,Female,"6,000-6,249",35-39,0
2002,Female,"6,000-6,249",40,0
2002,Female,"6,000-6,249",41,0
2002,Female,"6,000-6,249",42,0
2002,Female,"6,000-6,249",43,0
2002,Female,"6,000-6,249",44,0
2002,Female,"6,000-6,249",40-44,0
2002,Female,"6,000-6,249",45+,0
2002,Female,"6,000-6,249",NS,0
2002,Female,"6,000-6,249",Res Total,1
2002,Female,"6,000-6,249",Non Res Total,1
2002,Female,"6,000-6,249",Grand Total,2
2002,Female,"6,250-6,499",10,0
2002,Female,"6,250-6,499",11,0
2002,Female,"6,250-6,499",12,0
2002,Female,"6,250-6,499",13,0
2002,Female,"6,250-6,499",14,0
2002,Female,"6,250-6,499",14-Oct,0
2002,Female,"6,250-6,499",15,0
2002,Female,"6,250-6,499",16,0
2002,Female,"6,250-6,499",17,0
2002,Female,"6,250-6,499",18,0
2002,Female,"6,250-6,499",19,0
2002,Female,"6,250-6,499",15-19,0
2002,Female,"6,250-6,499",20,0
2002,Female,"6,250-6,499",21,0
2002,Female,"6,250-6,499",22,0
2002,Female,"6,250-6,499",23,0
2002,Female,"6,250-6,499",24,0
2002,Female,"6,250-6,499",20-24,0
2002,Female,"6,250-6,499",25,0
2002,Female,"6,250-6,499",26,0
2002,Female,"6,250-6,499",27,0
2002,Female,"6,250-6,499",28,0
2002,Female,"6,250-6,499",29,0
2002,Female,"6,250-6,499",25-29,0
2002,Female,"6,250-6,499",30,0
2002,Female,"6,250-6,499",31,0
2002,Female,"6,250-6,499",32,0
2002,Female,"6,250-6,499",33,0
2002,Female,"6,250-6,499",34,0
2002,Female,"6,250-6,499",30-34,0
2002,Female,"6,250-6,499",35,0
2002,Female,"6,250-6,499",36,0
2002,Female,"6,250-6,499",37,0
2002,Female,"6,250-6,499",38,0
2002,Female,"6,250-6,499",39,0
2002,Female,"6,250-6,499",35-39,0
2002,Female,"6,250-6,499",40,0
2002,Female,"6,250-6,499",41,0
2002,Female,"6,250-6,499",42,0
2002,Female,"6,250-6,499",43,0
2002,Female,"6,250-6,499",44,0
2002,Female,"6,250-6,499",40-44,0
2002,Female,"6,250-6,499",45+,0
2002,Female,"6,250-6,499",NS,0
2002,Female,"6,250-6,499",Res Total,0
2002,Female,"6,250-6,499",Non Res Total,0
2002,Female,"6,250-6,499",Grand Total,0
2002,Female,6500+,10,0
2002,Female,6500+,11,0
2002,Female,6500+,12,0
2002,Female,6500+,13,0
2002,Female,6500+,14,0
2002,Female,6500+,14-Oct,0
2002,Female,6500+,15,0
2002,Female,6500+,16,0
2002,Female,6500+,17,0
2002,Female,6500+,18,0
2002,Female,6500+,19,0
2002,Female,6500+,15-19,0
2002,Female,6500+,20,0
2002,Female,6500+,21,0
2002,Female,6500+,22,0
2002,Female,6500+,23,0
2002,Female,6500+,24,1
2002,Female,6500+,20-24,1
2002,Female,6500+,25,0
2002,Female,6500+,26,0
2002,Female,6500+,27,0
2002,Female,6500+,28,0
2002,Female,6500+,29,0
2002,Female,6500+,25-29,0
2002,Female,6500+,30,0
2002,Female,6500+,31,1
2002,Female,6500+,32,0
2002,Female,6500+,33,0
2002,Female,6500+,34,0
2002,Female,6500+,30-34,1
2002,Female,6500+,35,0
2002,Female,6500+,36,0
2002,Female,6500+,37,0
2002,Female,6500+,38,0
2002,Female,6500+,39,0
2002,Female,6500+,35-39,0
2002,Female,6500+,40,0
2002,Female,6500+,41,0
2002,Female,6500+,42,0
2002,Female,6500+,43,0
2002,Female,6500+,44,0
2002,Female,6500+,40-44,0
2002,Female,6500+,45+,0
2002,Female,6500+,NS,0
2002,Female,6500+,Res Total,2
2002,Female,6500+,Non Res Total,0
2002,Female,6500+,Grand Total,2
2002,Female,NS,10,0
2002,Female,NS,11,0
2002,Female,NS,12,0
2002,Female,NS,13,0
2002,Female,NS,14,0
2002,Female,NS,14-Oct,0
2002,Female,NS,15,0
2002,Female,NS,16,0
2002,Female,NS,17,0
2002,Female,NS,18,0
2002,Female,NS,19,0
2002,Female,NS,15-19,0
2002,Female,NS,20,0
2002,Female,NS,21,0
2002,Female,NS,22,0
2002,Female,NS,23,0
2002,Female,NS,24,0
2002,Female,NS,20-24,0
2002,Female,NS,25,0
2002,Female,NS,26,0
2002,Female,NS,27,0
2002,Female,NS,28,0
2002,Female,NS,29,0
2002,Female,NS,25-29,0
2002,Female,NS,30,0
2002,Female,NS,31,0
2002,Female,NS,32,0
2002,Female,NS,33,0
2002,Female,NS,34,0
2002,Female,NS,30-34,0
2002,Female,NS,35,0
2002,Female,NS,36,0
2002,Female,NS,37,0
2002,Female,NS,38,0
2002,Female,NS,39,0
2002,Female,NS,35-39,0
2002,Female,NS,40,0
2002,Female,NS,41,0
2002,Female,NS,42,0
2002,Female,NS,43,0
2002,Female,NS,44,0
2002,Female,NS,40-44,0
2002,Female,NS,45+,0
2002,Female,NS,NS,0
2002,Female,NS,Res Total,0
2002,Female,NS,Non Res Total,0
2002,Female,NS,Grand Total,0
2002,Female,Total,10,0
2002,Female,Total,11,0
2002,Female,Total,12,0
2002,Female,Total,13,1
2002,Female,Total,14,6
2002,Female,Total,14-Oct,7
2002,Female,Total,15,38
2002,Female,Total,16,91
2002,Female,Total,17,167
2002,Female,Total,18,300
2002,Female,Total,19,494
2002,Female,Total,15-19,1090
2002,Female,Total,20,589
2002,Female,Total,21,680
2002,Female,Total,22,732
2002,Female,Total,23,858
2002,Female,Total,24,940
2002,Female,Total,20-24,3799
2002,Female,Total,25,1038
2002,Female,Total,26,1102
2002,Female,Total,27,1195
2002,Female,Total,28,1206
2002,Female,Total,29,1184
2002,Female,Total,25-29,5725
2002,Female,Total,30,1265
2002,Female,Total,31,1254
2002,Female,Total,32,1126
2002,Female,Total,33,959
2002,Female,Total,34,778
2002,Female,Total,30-34,5382
2002,Female,Total,35,658
2002,Female,Total,36,549
2002,Female,Total,37,456
2002,Female,Total,38,373
2002,Female,Total,39,263
2002,Female,Total,35-39,2299
2002,Female,Total,40,178
2002,Female,Total,41,90
2002,Female,Total,42,66
2002,Female,Total,43,36
2002,Female,Total,44,15
2002,Female,Total,40-44,385
2002,Female,Total,45+,14
2002,Female,Total,NS,0
2002,Female,Total,Res Total,18701
2002,Female,Total,Non Res Total,216
2002,Female,Total,Grand Total,18917
2003,Female,<500,10,0
2003,Female,<500,11,0
2003,Female,<500,12,0
2003,Female,<500,13,0
2003,Female,<500,14,0
2003,Female,<500,14-Oct,0
2003,Female,<500,15,0
2003,Female,<500,16,1
2003,Female,<500,17,0
2003,Female,<500,18,0
2003,Female,<500,19,0
2003,Female,<500,15-19,1
2003,Female,<500,20,2
2003,Female,<500,21,0
2003,Female,<500,22,4
2003,Female,<500,23,1
2003,Female,<500,24,0
2003,Female,<500,20-24,7
2003,Female,<500,25,6
2003,Female,<500,26,1
2003,Female,<500,27,0
2003,Female,<500,28,1
2003,Female,<500,29,1
2003,Female,<500,25-29,9
2003,Female,<500,30,1
2003,Female,<500,31,1
2003,Female,<500,32,1
2003,Female,<500,33,1
2003,Female,<500,34,2
2003,Female,<500,30-34,6
2003,Female,<500,35,0
2003,Female,<500,36,0
2003,Female,<500,37,1
2003,Female,<500,38,0
2003,Female,<500,39,1
2003,Female,<500,35-39,2
2003,Female,<500,40,1
2003,Female,<500,41,0
2003,Female,<500,42,0
2003,Female,<500,43,0
2003,Female,<500,44,0
2003,Female,<500,40-44,1
2003,Female,<500,45+,0
2003,Female,<500,NS,0
2003,Female,<500,Res Total,26
2003,Female,<500,Non Res Total,2
2003,Female,<500,Grand Total,28
2003,Female,500-749,10,0
2003,Female,500-749,11,0
2003,Female,500-749,12,0
2003,Female,500-749,13,0
2003,Female,500-749,14,0
2003,Female,500-749,14-Oct,0
2003,Female,500-749,15,0
2003,Female,500-749,16,0
2003,Female,500-749,17,0
2003,Female,500-749,18,0
2003,Female,500-749,19,1
2003,Female,500-749,15-19,1
2003,Female,500-749,20,1
2003,Female,500-749,21,2
2003,Female,500-749,22,1
2003,Female,500-749,23,2
2003,Female,500-749,24,3
2003,Female,500-749,20-24,9
2003,Female,500-749,25,2
2003,Female,500-749,26,1
2003,Female,500-749,27,3
2003,Female,500-749,28,2
2003,Female,500-749,29,2
2003,Female,500-749,25-29,10
2003,Female,500-749,30,2
2003,Female,500-749,31,1
2003,Female,500-749,32,2
2003,Female,500-749,33,3
2003,Female,500-749,34,1
2003,Female,500-749,30-34,9
2003,Female,500-749,35,1
2003,Female,500-749,36,0
2003,Female,500-749,37,2
2003,Female,500-749,38,2
2003,Female,500-749,39,0
2003,Female,500-749,35-39,5
2003,Female,500-749,40,1
2003,Female,500-749,41,0
2003,Female,500-749,42,0
2003,Female,500-749,43,0
2003,Female,500-749,44,0
2003,Female,500-749,40-44,1
2003,Female,500-749,45+,0
2003,Female,500-749,NS,0
2003,Female,500-749,Res Total,35
2003,Female,500-749,Non Res Total,1
2003,Female,500-749,Grand Total,36
2003,Female,750-999,10,0
2003,Female,750-999,11,0
2003,Female,750-999,12,0
2003,Female,750-999,13,0
2003,Female,750-999,14,0
2003,Female,750-999,14-Oct,0
2003,Female,750-999,15,0
2003,Female,750-999,16,0
2003,Female,750-999,17,0
2003,Female,750-999,18,0
2003,Female,750-999,19,1
2003,Female,750-999,15-19,1
2003,Female,750-999,20,0
2003,Female,750-999,21,2
2003,Female,750-999,22,1
2003,Female,750-999,23,1
2003,Female,750-999,24,0
2003,Female,750-999,20-24,4
2003,Female,750-999,25,0
2003,Female,750-999,26,0
2003,Female,750-999,27,0
2003,Female,750-999,28,0
2003,Female,750-999,29,1
2003,Female,750-999,25-29,1
2003,Female,750-999,30,0
2003,Female,750-999,31,0
2003,Female,750-999,32,1
2003,Female,750-999,33,1
2003,Female,750-999,34,0
2003,Female,750-999,30-34,2
2003,Female,750-999,35,0
2003,Female,750-999,36,0
2003,Female,750-999,37,2
2003,Female,750-999,38,0
2003,Female,750-999,39,0
2003,Female,750-999,35-39,2
2003,Female,750-999,40,0
2003,Female,750-999,41,0
2003,Female,750-999,42,0
2003,Female,750-999,43,0
2003,Female,750-999,44,0
2003,Female,750-999,40-44,0
2003,Female,750-999,45+,0
2003,Female,750-999,NS,0
2003,Female,750-999,Res Total,10
2003,Female,750-999,Non Res Total,2
2003,Female,750-999,Grand Total,12
2003,Female,1000-1249,10,0
2003,Female,1000-1249,11,0
2003,Female,1000-1249,12,0
2003,Female,1000-1249,13,0
2003,Female,1000-1249,14,0
2003,Female,1000-1249,14-Oct,0
2003,Female,1000-1249,15,0
2003,Female,1000-1249,16,1
2003,Female,1000-1249,17,3
2003,Female,1000-1249,18,0
2003,Female,1000-1249,19,3
2003,Female,1000-1249,15-19,7
2003,Female,1000-1249,20,1
2003,Female,1000-1249,21,1
2003,Female,1000-1249,22,0
2003,Female,1000-1249,23,5
2003,Female,1000-1249,24,6
2003,Female,1000-1249,20-24,13
2003,Female,1000-1249,25,1
2003,Female,1000-1249,26,3
2003,Female,1000-1249,27,3
2003,Female,1000-1249,28,9
2003,Female,1000-1249,29,3
2003,Female,1000-1249,25-29,19
2003,Female,1000-1249,30,1
2003,Female,1000-1249,31,2
2003,Female,1000-1249,32,10
2003,Female,1000-1249,33,1
2003,Female,1000-1249,34,0
2003,Female,1000-1249,30-34,14
2003,Female,1000-1249,35,3
2003,Female,1000-1249,36,2
2003,Female,1000-1249,37,3
2003,Female,1000-1249,38,6
2003,Female,1000-1249,39,4
2003,Female,1000-1249,35-39,18
